url,name,category,cost,imageURL,preparationTime,cookingTime,totalTime,yield,isLowNickel,isVegetarian,isLactoseFree,isGlutenFree,isLight,calories,carbs,sugar,protein,fat,saturatedFat,fiber,chol,sodium,bestRating,ratingCount,ratingValue
https://ricette.giallozafferano.it/Cipolle-di-Tropea-caramellate.html,"Cipolle di Tropea caramellate","Contorni","Molto basso",https://www.giallozafferano.it/images/ricette/196/19679/foto_hd/hd650x433_wm.jpg,PT10M,PT60M,PT70M,6,0,1,1,1,0,141,33.5,33.5,1.4,0.1,0.03,1.5,0,18,5,63,3.9
https://ricette.giallozafferano.it/Burger-di-patate.html,"Burger di patate","Secondi piatti","Basso",https://www.giallozafferano.it/images/ricette/174/17447/foto_hd/hd650x433_wm.jpg,PT25M,PT60M,PT85M,4,0,1,0,0,0,357,39.8,7.6,12.7,16.3,5.32,4.4,64,550,5,94,4.3
https://ricette.giallozafferano.it/Frittelle-croccanti-di-patate.html,"Frittelle croccanti di patate","Antipasti","Molto basso",https://www.giallozafferano.it/images/ricette/11/1179/foto_hd/hd650x433_wm.jpg,PT20M,PT20M,PT40M,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,27,4.3
https://ricette.giallozafferano.it/Torta-morbida-alla-Nutella.html,"Torta morbida alla Nutella","Dolci","Basso",https://www.giallozafferano.it/images/ricette/196/19655/foto_hd/hd650x433_wm.jpg,PT30M,PT45M,PT75M,8,0,1,0,0,0,331,52.3,28.9,6.5,10.6,3.47,0.7,80,52,5,103,4.2
https://ricette.giallozafferano.it/Biscottini-al-burro-con-marmellata.html,"Biscottini al burro con marmellata","Dolci","Basso",https://www.giallozafferano.it/images/ricette/174/17493/foto_hd/hd650x433_wm.jpg,PT15M,PT15M,PT30M,13,1,1,0,0,0,154,20.2,9.8,2,7.3,4.01,0.4,59,3,5,67,4.1
https://ricette.giallozafferano.it/Plumcake-al-limone.html,"Plumcake al limone","Dolci","Basso",https://www.giallozafferano.it/images/ricette/15/1511/foto_hd/hd650x433_wm.jpg,PT20M,PT45M,PT65M,6,0,1,0,0,0,480,59.7,29.3,7.4,23.4,13.1,1.1,164,44,5,27,4.3
https://ricette.giallozafferano.it/Torta-con-crema-al-limone.html,"Torta con crema al limone","Dolci","Medio",https://www.giallozafferano.it/images/ricette/177/17742/foto_hd/hd650x433_wm.jpg,PT20M,PT55M,PT75M,8,0,1,0,0,0,595,80.3,44.4,11.2,25.5,13,1.2,386,68,5,64,4.3
https://ricette.giallozafferano.it/Plumcake-alle-verdure.html,"Plumcake alle verdure","Torte salate","Medio",https://www.giallozafferano.it/images/ricette/167/16797/foto_hd/hd650x433_wm.jpg,PT30M,PT60M,PT90M,8,0,1,0,0,0,327,22.4,4.3,12.4,20.9,5.72,2.7,97,428,5,48,4.3
https://ricette.giallozafferano.it/Fusilli-al-pesto-di-zucchine-con-salmone.html,"Fusilli al pesto di zucchine con salmone","Primi piatti","Medio",https://www.giallozafferano.it/images/ricette/169/16989/foto_hd/hd650x433_wm.jpg,PT20M,PT10M,PT30M,4,0,0,1,0,0,821,68.1,4.1,24.6,50.1,9,3.4,26,689,5,60,4.3
https://ricette.giallozafferano.it/Mozzarella-in-carrozza-al-forno.html,"Mozzarella in carrozza al forno","Antipasti","Basso",https://www.giallozafferano.it/images/ricette/164/16483/foto_hd/hd650x433_wm.jpg,PT15M,PT15M,PT30M,4,0,1,0,0,0,305,27.1,2.4,17.5,14.1,7.18,1.3,127,622,5,41,4.3
https://ricette.giallozafferano.it/Pappardelle-agli-asparagi-e-gamberi.html,"Pappardelle agli asparagi e gamberi","Primi piatti","Medio",https://www.giallozafferano.it/images/ricette/208/20843/foto_hd/hd650x433_wm.jpg,PT20M,PT20M,PT40M,4,0,0,0,0,0,434,56.2,8.2,20,13.3,7.1,4.5,169,591,5,73,4.3
