mbid,artist_mb,tags_mb,listeners_lastfm
01e60eba-52df-4694-8f09-39f43abe54e9,Brandy,pop; american; rnb; hip hop rnb and dance hall; r&b; contemporary r&b,859521
b8549efe-f4fd-4dc0-8ef1-226e9c400233,The Monkees,rock; pop; american; psychedelic rock; blues rock; baroque pop; psychedelic pop; pop rock; country pop; sunshine pop; film soundtrack; rock and indie; pop/rock,859229
463c514e-c30d-4a2a-a87b-762535253a80,Ashlee Simpson,pop; pop rock; pop and chart; united states; teen pop,858913
3ae2fb37-8a23-429d-9920-bac811c4fc22,Jack White,rock,858729
4a5777b3-f55b-437c-8b23-d9ee7791c7fc,Eagle‐Eye Cherry,alternative rock; swedish; pop rock; european; classic pop and rock,858330
c648509e-9916-4c56-ab63-652a03da16dd,Anberlin,rock; alternative rock; christian; emo; alternative; christian rock; indierock,857388
abae8575-ec8a-4736-abc3-1ad5093a68aa,Jewel,pop; singer-songwriter; country; dance-pop; pop rock; folk pop; intimate; singer/songwriter; max; reflexion; a gold disc artist,856428
ed29398b-bbf3-42a0-8eff-8631509c271d,JoJo,pop; pop and chart; united states; jojo,854373
ba147ea0-60c4-4a40-9da6-0d5c2b2e7b03,As I Lay Dying,thrash metal; metal; metalcore; american; christian; stupid lyrics,853478
fd1baeb3-0ee9-4838-b4c7-615c78d68d10,The Veronicas,alternative rock,853215
a9100753-f539-43cf-bcc9-579566fb512e,Simply Red,pop; soul; dance-pop; adult contemporary; blue-eyed soul; classic pop and rock; pop soul; sophisti-pop,852272
c48ff56b-0a0e-453c-be56-741d47c33056,Dope,heavy metal,851222
7113aab7-628f-4050-ae49-dbecac110ca8,UB40,pop; british; uk; reggae; dub; roots reggae; english; birmingham; classic pop and rock; soul and reggae; pop reggae,849406
3037bd18-0079-4e4b-9ce1-758689e210d8,Semisonic,pop and chart,849221
395cc503-63b5-4a0b-a20a-604e3fcacea2,Men at Work,rock; pop; australian; new wave; pop rock; classic pop and rock; pop reggae,848820
72d7d717-0837-4f2a-9641-d0f9fdd3acf7,Donovan,rock; pop; scottish; folk; folk-rock; psychedelic pop; psychedelic folk; folk pop; classic pop and rock; singer/songwriter,848518
89e39f67-65cc-4f90-b145-b1b56c209f8a,Craig David,pop; british; uk; soul; dance-pop; english; garage; pop and chart; pop soul; r&b; contemporary r&b,847636
93eb7110-0bc9-4d3f-816b-4b52ef982ec8,Metronomy,rave; synth-pop; indietronica; new rave; rock and indie,847332
f9ab44f1-7b19-4ecb-830c-403abcf36cd1,Bob Sinclar,house; dance-pop; hip house; electro house; french house; dance and electronica,847186
6cfd7ffc-824f-4219-8e27-4b9417700f44,Brad Paisley,country; country rock; country pop; contemporary country,846511
78ea5ea1-3c4d-4b7e-ac5d-68900319ebe2,Siouxsie and the Banshees,rock; alternative rock; 70s; 80s; 90s; punk; punk rock; british; post-punk; new wave; uk; alternative; gothic; female vocalists; art rock; pop rock; gothic rock; english; england; 00s; classic pop and rock; art pop; old school goth,846169
aaf09f31-bb5c-43e5-9f54-bb6554c33a71,The Crystal Method,electronic; big beat; electronica,845282
5b24fbab-c58f-4c37-a59d-ab232e2d98c4,Danny Elfman,soundtrack; american; singer; game; video game; score; lyricist; film score; vgm; film soundtrack; film composer; soundtracks; modern classical; united states; show tunes; television music,844994
e2c3c508-f0ab-49af-92c9-a81d66d67405,Story of the Year,alternative rock; emo; screamo; post-hardcore,844932
fc015f11-be38-4b7d-b3e8-5d809242ecec,Clint Mansell,electronic; soundtrack; classical; instrumental; experimental; british; uk; britannique; game; video game; score; composer; film score; contemporary classical; english; vgm; modern classical,844887
aa76ec08-45ab-4724-9411-d80b0e59ac59,The Vaccines,indie rock; power pop; garage rock revival; post-punk revival; pop rock,843725
4dca4bb2-23ba-4103-97e6-5810311db33a,Curtis Mayfield,american; funk; soul; rnb; soul and reggae; death by diabetes; chicago soul,843266
dacc2d64-7e59-42a8-87a9-10c53919aff2,Clean Bandit,electronic; house; tech house; dance-pop; dancehall; uk funky,842709
959cf5bf-ee29-4af6-a85a-0b480181d988,Everything but the Girl,dance; british; uk; jazz pop; english; england; chill; hull; pop and chart; sophisti-pop,842322
696d8523-39a0-44e2-9add-afaa183a2f46,Sneaker Pimps,trip-hop; downtempo; alternative; rock and indie,841862
9ddce51c-2b75-4b3e-ac8c-1db09e7c89c6,Burial,electronic; dubstep; ambient; british; uk; london; britannique; producer; uk garage; english; moody; dance and electronica; 2-step; 2 step; future garage; james blake,841841
77de9077-5074-4a07-9fe7-049414715ea9,Pixie Lott,pop; soul; dance-pop; r&b,841723
28537bf2-22c5-4840-91fc-fcb98e8c7379,Matt & Kim,american; usa; américain; indie pop,841067
5dca4d22-d6c8-4e70-8ca1-4543e43353c7,Kenny Chesney,country; country pop; contemporary country; singer/songwriter,840917
3feba7fa-3837-424a-b4f1-0077d217f569,Yeasayer,indie rock; world; electropop; psychedelic pop; neo-psychedelia; psychedelic folk; indietronica; tightrope,838204
e938a15c-b17e-4e7a-9f68-ff0d536cab44,The Jesus and Mary Chain,rock; alternative rock; 80s; shoegaze; scottish; british; post-punk; uk; alternative; scotland; noise pop; east kilbride; rock and indie,836818
4580d83b-093e-4241-91fb-2dd71f5f1f3f,Carpenters,rock; pop; easy listening; baroque pop; adult contemporary; country pop; classic pop and rock; christmas music,836727
028e1863-cab4-4a3d-9dd9-91c682c91005,The Lonely Island,comedy,836679
4f416ed7-dda2-45de-a6f1-b986e861cf4b,Deerhunter,indie rock; indie pop; neo-psychedelia,835882
f31ec2ac-9071-4306-acd1-d2c8321033b5,The Bangles,rock; pop; american; new wave; power pop; acoustic rock; jangle pop; pop rock; classic pop and rock; paisley underground,835807
69ec6867-bda0-404b-bac4-338df8d73723,Simian Mobile Disco,dance and electronica; awesomename,835762
b904d624-9e05-4398-8f4f-88fbcf022f79,Barry White,pop; american; easy listening; funk; soul; disco; classic pop and rock; pop soul; smooth soul,835725
c48d4327-8122-4286-af66-05e1ee6ac4d8,Mazzy Star,alt-country; neo-psychedelia; dream pop; psychedelic folk; slowcore; rock and indie,835718
d8f63b51-73e0-4f65-8bd3-bcfe6892fb0e,Ra Ra Riot,indie rock; baroque pop,834003
57fca0e2-f9ad-4ae6-af9d-6a6f50cbcd5f,Vangelis,rock; electronic; soundtrack; classical; progressive rock; instrumental; ambient; experimental; soundtrack composer; greek; new age; composer; film score; progressive electronic; film soundtrack; easy listening soundtracks and musicals; progressive new age; academy award winner,832772
5403bf6e-bc1d-4e62-b31f-926a2bf66a14,Boney M.,pop; soul; disco; dance-pop; europop; classic pop and rock; booka-shade; euro-disco,832560
655b3e5b-09e4-45dd-941c-6fa3fc12521b,M. Ward,4ad,831315
94219793-a46b-4c39-9397-e05ad633f32d,Camera Obscura,rock; pop; indie pop; rock and indie,830764
46d18823-6a15-49ee-8376-c5f7a49530a6,Hard‐Fi,rock and indie,830681
24d2505b-388c-46cc-8a64-48223ea6d78d,Take That,pop; pop-rock; british; uk; electropop; dance-pop; adult contemporary; pop rock; english; boy band; boy group; pop and chart; teen pop,830652
46a782ea-4308-476b-abd1-a91b197f3037,"Crosby, Stills, Nash & Young",rock; folk rock; country rock; acoustic rock; pop rock; classic pop and rock; singer/songwriter,830602
eb6de5f6-98f8-4b5a-bfdc-f87fa4936baa,Kavinsky,synthpop; synth; synth-pop; electro house; french house; synthwave; italo house; outrun,829858
c70d12a2-24fe-4f83-a6e6-57d84f8efb51,Johannes Brahms,classical; german; german composer; production music; composer; romantic; european; symphony; brahms solti requiem,829230
331ce348-1b08-40b9-8ed7-0763b92bd003,Roxy Music,british; uk; glam rock; art rock; pop rock; new romantic; english; rock and indie; sophisti-pop; art pop,829178
35dac7d2-0b1f-470f-9a5a-c53c8821f6d6,Eric Prydz,swedish; european; stockholm; pop and chart,828703
a42d3fd5-55de-4206-86c3-4fbb5404018f,Neil Diamond,rock; pop; american; singer-songwriter; baroque pop; adult contemporary; pop rock; classic pop and rock; singer/songwriter,828576
31aa6f87-8d00-4ae9-a5cc-6d7eeea109d2,Alphaville,electronic; synthpop; german; new wave; synth-pop; dance-pop; alternative dance; synth pop; sophisti-pop; punk/new wave; contemporary pop/rock; dance-rock; elevator,828389
244afcb7-fa9a-49b1-9aa6-0149512d1c52,Thrice,alternative rock; indie rock; melodic hardcore; post-hardcore,828111
766a2b45-441f-4096-af05-dbbca9518c9d,Phantom Planet,rock; pop; alternative rock; american; indie rock; pop and chart,827643
ae1b47d5-5128-431c-9d30-e08fd90e0767,Coheed and Cambria,alternative rock; progressive rock; progressive metal; new prog,826877
69421e11-e4c3-4854-951b-ceab4972e38e,Alkaline Trio,rock; alternative rock; punk; punk rock; usa; rock and indie,826113
e162b2eb-6a42-4240-8c1b-c94d9a0acb73,CocoRosie,folk; indie; rock and indie; freak folk,825347
c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,Flogging Molly,folk; punk; american; usa; ireland; américain; celtic punk; folk punk; irish-american,825250
06db73fd-57e2-4a6f-bcd3-699fb7bb7af4,Martin Solveig,dance and electronica,825216
acf6c776-d0f6-4239-b5a2-a45a613ffa52,The Corrs,rock; irish; band; celtic; pop rock; classic pop and rock,825165
35a6a353-b186-4c13-a264-d18d5e2ce853,Tokyo Police Club,indie; rock and indie,825117
e9296a90-9c59-4657-9165-1f1b5319de00,Lloyd,hip hop; r b; hip hop rnb and dance hall; r&b,825103
3b1c66fb-98ad-417f-b01e-49baf37f06a3,The Coral,rock; british; uk; britannique; indie rock; folk rock; indie; psychedelic rock; indie pop; jangle pop; neo-psychedelia; rock and indie,823747
60a23fda-a440-4ab9-a344-7dfdd2ed341a,Alter Bridge,hard rock; alternative metal,822978
a1684a49-feaa-4150-b758-d9412fc59f12,Mike Oldfield,rock; trance; electronic; classical; progressive rock; chillout; ambient; experimental; british; uk; folk rock; world; new age; multi-instrumentalist; europop; rock and roll; celtic fusion; minimalist; english; classic pop and rock,821843
cbfb9bcd-c5a0-4d7c-865f-2c641c171e1c,Damian Marley,reggae; dancehall; hip hop rnb and dance hall; raggae,821726
bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,Mastodon,heavy metal; progressive metal; metal; american; alternative metal; groove metal; sludge metal; rock and indie,821681
32cfbaf8-87aa-466b-9c1a-331ad9075ea2,Daniel Powter,pop; piano rock; pop and chart,818831
b7ddce8b-9e5c-46bd-9d33-41b134ce1a7f,Wolf Parade,indie rock; indie; dance and electronica,818461
3ac482b8-1494-4071-a0e9-f192f9d2c2b0,Built to Spill,rock; american; indie rock; indie,817894
57c6f649-6cde-48a7-8114-2a200247601a,Tom Jones,pop; british; uk; easy listening; welsh; dance-pop; pop rock; blue-eyed soul; wales; easy listening soundtracks and musicals; pop soul,817560
c8a9ae11-63bf-409b-8bf3-a96b3712a2ff,Little Dragon,downtempo; soul and reggae,817339
9e5fd95d-c0c1-412c-be11-06e7fbe99556,Ginuwine,soul; hip hop rnb and dance hall; r&b,816829
d9c90718-d54d-4ccf-a92e-37a5415ce299,The Wallflowers,rock; american; usa; américain,815676
e1d521ea-5b97-4981-987c-ba988b2a87d7,Erik Satie,classical; french; production music; pianist; composer; european; french composer,815460
4f8b7186-b2a2-40db-97ae-6e1cd46d57b1,All That Remains,melodic death metal; metalcore; melodic metalcore,814234
3ca09fae-fdee-4771-bab9-244708515a98,Omarion,soul and reggae,814012
f3e2a7d9-c6bb-4848-95e5-04c0a1e2f511,Orbital,electronic; house; british; uk; techno; electronica; ambient techno; english; dance and electronica,813815
e471b63c-c3b5-4f62-a971-cd0b2273838f,Serj Tankian,rock; progressive rock; industrial rock; folk; metal; american; hard rock; art rock; experimental metal; experimental rock; alternative metal; rock and indie,813407
a55c2f1b-3f3f-4d6a-aa30-5e186dbadce6,Suede,rock; alternative rock; british; london; indie rock; power pop; britpop; glam rock; england; rock and indie,813371
6821bf3f-5d5b-4b0f-8fa4-79d2ab2d9219,Blonde Redhead,american; usa; indie rock; indie; américain; 4ad; rock and indie,812628
23228f18-01d5-493e-94ce-cfcde82a8db2,The Jam,rock; 70s; 80s; punk; punk rock; british; new wave; uk; power pop; pop rock; mod; english; england; classic pop and rock; pop soul; mod revival; mod punk; the jam,810471
77c167d2-4965-4421-830a-9815e4956475,Dinosaur Jr.,alternative rock; new wave; usa; indie rock; noise rock; rock and indie; album,809337
2155a81a-f0c6-417a-9b16-2f86f98bb8bc,Derek and the Dominos,rock; blues; blues rock; jam band; classic pop and rock; rock & roll,808424
48772747-4cda-4ba8-b470-cfd5a32e05f7,Macy Gray,reggae; neo-soul; soul; soul and reggae; pop soul; r&b; contemporary r&b,807791
43b58c98-3779-4b04-9a23-1c95cca3a145,Erasure,rock; electronic; synthpop; alternative rock; dance; british; uk; synth-pop; dance-pop; pop rock; english; classic pop and rock,807776
647221d0-f6b1-4e03-924c-c59b8059536f,Chromeo,electronic; synthpop; canadian; canada; canadien; electropop; dance-pop; québec; québécois; quebec; dance and electronica; funktronica; nu-disco; synth funk; electro-disco,807704
d94f79b0-c690-4a60-9a45-a37a11b78051,Jem,classic pop and rock,807287
87fc1871-b74e-4bf5-a00d-8a89c288008b,Goldfinger,punk; usa,806110
f5426431-f490-4678-ad44-a75c71097bb4,Stevie Ray Vaughan,blues; blues rock; electric blues; jazz and blues; electric texas blues; stevie ray vaughan,806065
37c78aeb-d196-42b5-b991-6afb4fc9bc2e,Dead Kennedys,hardcore; punk; punk rock; seen live; usa; hardcore punk; california; rock and indie; jello biafra; 80 s punk,805379
bb3cbea2-5ad4-4917-bc84-8a1975d40315,Talib Kweli,rap; hip hop; hip hop rnb and dance hall; conscious hip hop,805080
c14b4180-dc87-481e-b17a-64e4150f90f6,Opeth,rock; progressive rock; swedish; melodic death metal; progressive metal; metal; technical death metal; progressive death metal; technical metal; rock and indie; progressive/death-metal,805079
0d21b01f-21f2-419b-8d98-4158ba0c0aa4,Four Tops,funk; soul; classic pop and rock; pop soul; smooth soul; rhythm & blues; vocal group,804367
a96d82a0-cdca-40bf-b4c8-3d7ec178d85b,The Stranglers,rock; alternative rock; punk; punk rock; british; post-punk; new wave; uk; baroque pop; pop rock; rock and roll; england; surrey; guildford; classic pop and rock; hanging,803577
7fe96b15-5608-430e-ad25-77a01353c5d9,Young the Giant,indie rock; indie pop; pop rock; apartment,803501
82e454e2-38ee-4e69-89a6-cc65167753d1,Chase & Status,electronic; drum and bass; dubstep; uk garage; hip hop rnb and dance hall,803244
f86f1f07-d182-45ce-ae93-ef610880ca72,Muddy Waters,american; blues; psychedelic rock; blues rock; chicago blues; electric blues; delta blues; classic pop and rock; death by heart failure,803038
9854d99f-d954-4c0f-9ae5-58a0cdd885f5,Crowded House,rock; australia; rock and indie,802783
e9e9109e-5914-48c8-a7e6-a95dd94bd345,Adema,alternative rock; nu metal; post-grunge; alternative metal,802428
b0122194-c49a-46a1-ade7-84d1d76bd8e9,John Lee Hooker,fixme; american; blues; blues rock; chicago blues; electric blues; country blues; detroit blues; delta blues; rock and indie; chigaco blues; rhythm & blues,801774
3a212655-d7d5-4570-9d31-4b7b1ef02629,G-Unit,hip hop; hip hop rnb and dance hall,801091
fbd86487-ccb5-4a57-a860-cc3d360b5115,Starsailor,alternative rock; british; uk; britannique; piano rock; rock and indie,800900
4bf89e02-6c30-4603-9f6a-52619b1bea1a,Aloe Blacc,american; hip hop; usa; neo-soul; soul; américain; pop soul; contemporary r&b,800541
b88f21a7-a1b9-48fd-bbc4-ae758026f17f,Anti‐Flag,rock; punk; american; punk rock; usa; hardcore punk; américain; pennsylvania,800131
a47ed6d5-480e-428c-8ce9-d7a6a571e857,Ashanti,hip hop; hip hop rnb and dance hall; r&b,800044
c0f98b1d-1133-46d6-ab05-723a95cb5453,Obie Trice,hip-hop; hip hop; rapper; hip hop rnb and dance hall,798234
e8993e9d-9313-4447-ad23-791459a3790d,Matisyahu,alternative rock; reggae; alternative hip hop; reggae fusion,797870
2fa45bbb-0efb-4950-9d40-94bf23cbfec1,Bone Thugs‐n‐Harmony,hip hop,797196
b42eca0f-9381-43db-badb-1cba080a7dc2,Boyz II Men,pop; soul; new jack swing; soul and reggae; pop soul; smooth soul; contemporary r&b,795013
6fd44ae7-097d-4979-94ba-5dfc40d9f7ad,Bow Wow,rap; hip hop; pop rap; r&b; trap rap,794885
91a81925-92f9-4fc9-b897-93cf01226282,The Chainsmokers,dance-pop; electro house; satire; edm,794664
6fea1339-260c-40fe-bb7a-ace5c8438955,Lacuna Coil,metal; gothic metal; italian; female fronted; alternative/gothic-metal,794072
1bcb61f3-ca9c-4a26-b16e-0547ad6c21be,Spin Doctors,alternative rock; funk rock; blues rock; pop rock; classic pop and rock,793818
27870d47-bb98-42d1-bf2b-c7e972e6befc,George Frideric Handel,classical; german; orchestral; british; opera; composer; baroque; english; oratorio; european; choral; utrecht; 1976; baroque music; king's college; menuhin; british composer; opera seria,793405
cf119120-7df5-47d7-9dec-49f8837a4e40,Suzanne Vega,downtempo; pop; pop rock; folk pop; classic pop and rock; stay awake; singer/songwriter; art pop,793213
b7834ebd-64ae-46c3-a930-2d3a52ee743a,The Walkmen,indie rock; post-punk revival; rock and indie,792997
169c4c28-858e-497b-81a4-8bc15e0026ea,Porcupine Tree,rock; alternative rock; progressive rock; ambient; folk; progressive metal; metal; british; uk; alternative; psychedelic rock; acoustic rock; space rock; new prog; english; heavy prog; classic pop and rock; todo,791479
285e1285-aecc-478f-a8da-0c8cf69e1217,Miguel,pop; neo soul; r&b; contemporary r&b,791346
c6122fee-089f-41c4-a34f-e5f7e5607b05,Twisted Sister,heavy metal; hard rock; glam rock; glam metal,791046
92dc699f-fcbc-4278-afbe-40b5ad060a55,Death From Above,electronic; canadian; rock n roll; dance-punk; disco-punk,788512
0b108024-ccb5-468f-b2e9-77ed4f5615c6,Olly Murs,pop; electro; dance-pop; europop,787770
97b8d224-5660-419c-8dff-4b3bf0c33983,The Neighbourhood,alternative rock; indie pop,787561
d41a6875-b626-4c0f-89a1-aecb643d29ff,The Pogues,folk; uk; london; folk rock; celtic rock; folk pop; celtic punk; england; folk punk; celtic folk music,787183
0cf9d983-aecf-4d57-9e94-fde2beac014f,The Futureheads,indie; rock and indie,784419
479497d4-e7c2-4e78-972e-56e78fac3995,Chris Isaak,rock; pop; american; rockabilly; pop rock; roots rock; classic pop and rock; rock & roll,784279
332228ce-fe8c-4a5e-90e0-e1361553e5ff,Amos Lee,folk; american; usa; folk rock; américain,784031
cbef45a9-7acb-4325-94c9-70081ac8d1b8,Tycho,electronic; downtempo; instrumental; chillout; ambient; idm; psychedelic; chillwave; post.rock; vaporwave; intelligent dance; electrogaze,781150
fb821608-35fd-4a45-a4b2-1a0537cee111,She & Him,indie pop; indie folk; alternative country,780799
c5f259d0-abd8-418e-81ee-3965fd4e4e9a,Icona Pop,synthpop; dance; electro house,780473
9f870653-72b0-4c6d-8c59-439a95963e09,Cheap Trick,rock; hard rock; power pop; soft rock; pop rock; aor; classic pop and rock,780086
de11b037-d880-40e0-8901-0397c768c457,Eagles of Death Metal,rock; alternative rock; garage rock; dance and electronica; awesomename,779477
509f20b2-5df3-4aec-9bbc-002131fb3f99,Max Richter,soundtrack; classical; ambient; german; british; production music; score; producer; pianist; composer; film score; modern classical; british composer,779398
3d65bead-6eae-4012-8665-d5f593ea4a62,Gary Jules,rock; american; rock and indie,779068
1a99cc88-aea3-4fe3-96b9-20791667f65f,Dizzee Rascal,hip-hop; british; hip hop; uk; london; producer; pop rap; english; grime; rapper; hip house; hip hop rnb and dance hall; mc; bow; e3; fidget house; uk hip hop; trap rap,776859
63b43c69-b822-4268-bdad-bcde12531f50,Lindsay Lohan,rock,775568
5f58803e-8c4c-478e-8b51-477f38483ede,Madness,rock; pop; ska; british; new wave; uk; london; pop rock; english; england; rock and indie; 2 tone; sophisti-pop,775221
e20747e7-55a4-452e-8766-7b985585082d,Frank Zappa,rock; electronic; classical; progressive rock; jazz; american; orchestral; experimental; psychedelic rock; blues rock; jam band; art rock; spoken word; experimental rock; jazz fusion; big band; comedy rock; jazz-rock; rock opera; field recordings; satire; sound collage; film soundtrack; rock and indie; modern classical; musique concrète; avant-prog; doo-wop; death by prostate cancer; rock & roll; pop/rock; speeches; synclavier music,774733
74a30f2a-dae6-4e99-8a75-cb0f93b31aa6,Washed Out,synthpop; neo-psychedelia; dream pop; nu-disco; chillwave,772359
f45da029-7b00-4bf3-962c-0eeb20309cc4,Keith Urban,country; electropop; dance-pop; pop rock; country pop; contemporary country; bro-country,771752
0cc9e56e-a623-47ea-b5f2-1a1757cc2426,Sugarcult,usa; pop punk,771578
eab76c9f-ff91-4431-b6dd-3b976c598020,Infected Mushroom,trance; electronic; dubstep; electronica; psytrance; psychedelic trance; triphop,771012
6655955b-1c1e-4bcb-84e4-81bcd9efab30,Ólafur Arnalds,ambient; icelandic; composer; musician; contemporary classical,770878
ea6b7199-901d-4c0e-8242-6d7bc2bf62b7,Cam’ron,hip hop; hip hop rnb and dance hall,770845
b134d1bf-c7c7-4427-93ac-9fdbc2b59ef1,Meat Loaf,rock; progressive rock; american; hard rock; pop rock; symphonic rock; wagnerian rock; rock opera; aor; classic pop and rock,770339
15a5da16-8b89-4047-aefe-81473c97b5b2,Jamie Foxx,hip hop rnb and dance hall,769525
900ab237-327b-44e2-87e4-73250bbe025a,Commodores,funk; soul; disco; adult contemporary; classic pop and rock; pop soul; smooth soul,769250
774666d2-2064-4d6c-856c-f8cda0aaf9f0,The Moody Blues,progressive rock; british; uk; art rock; baroque pop; pop rock; english; symphonic prog; classic pop and rock; progressive pop; pop/rock,768341
c79c43d4-cbed-4373-89ce-6560f62eb7d8,Poison,rock; pop; metal; american; hard rock; power pop; acoustic rock; glam metal; classic pop and rock,768194
df36f6db-5987-46ed-9d02-0cf36ed4e060,Vance Joy,alternative rock; indie pop; indie folk,768178
012e3432-71d3-4317-9ce5-b60cb6cdc38f,The Rasmus,rock; alternative rock; funk rock; pop rock; symphonic rock; gothic rock; pop and chart,767792
34e10b51-b5c6-4bc1-b70e-f05f141eda1e,John Denver,rock; pop; folk; american; country; folk rock; rock and roll; country folk; pop folk; death by airplane,767531
260b6184-8828-48eb-945c-bc4cb6fc34ca,Charli XCX,trance; electronic; synthpop; pop; synth-pop; electropop; dance-pop; pop rock; ambient house; electroclash,766678
a10f94a9-2a3c-4166-b9fa-a7bed0bf7d96,Michelle Branch,alternative rock; pop rock; country pop; singer/songwriter,766234
90cc2464-234e-4da0-b39b-576f36e633bc,Antony and the Johnsons,uk; england,766152
5b6ebfe0-f72b-4902-bba9-74c8af0f1af0,The 1975,synthpop; new wave; indie rock; pop rock; ambient pop; art pop,764165
1b3e92d4-1c68-412d-a92d-1172f24f7de3,Aqualung,british; uk; english; rock and indie,762723
7f260b9c-bea7-469b-9ba8-0daec7d2c85c,Madeleine Peyroux,jazz; folk,762696
fc7376fe-1a6f-4414-b4a7-83f50ed59c92,Flying Lotus,electronic; downtempo; instrumental; jazz; hip hop; hiphop; warp; hip hop rnb and dance hall; experimental hip hop; beatgen; instrumental hip hop,761653
a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,twenty one pilots,alternative rock; rap; hip-hop; electropop; indie pop; alternative rap; hip-hop/rap,761227
e942594a-91cc-427a-8beb-6815c28e9254,Adam Lambert,rock; synthpop; pop; dance; vocalist; soul; electropop; dance-pop; pop rock; american idol; glam; costume; showman,761068
94dbfe2e-ca48-4e08-a5a8-e1e74136c63d,Method Man,rap; american; hip-hop; hip hop; hiphop; east coast hip-hop; hardcore rap; wu-tang; us; hip hop rnb and dance hall,760232
4c7a5854-6b75-4623-a684-6a3d785d9015,Estelle,uk; singer; neo-soul; dance-pop; rapper; pop and chart; mc; funktronica; pop soul; uk hip hop; contemporary r&b,759631
7bf1f441-ccf1-4258-9797-07c8d16eb44c,Paul Oakenfold,trance; electronic; british; uk; producer; progressive trance,758475
e01c3376-15fa-40d7-b747-5f219bdefdd7,Steely Dan,rock; jazz; jazz rock; soft rock; pop rock; jazz-rock; jazz pop; film soundtrack; classic pop and rock; pop/rock; yacht rock,758340
15042d2b-2d4c-4451-a96a-6f547642de13,Kenny Loggins,rock; pop; american; classic pop and rock,757580
a1ced3e5-476c-4046-bd74-d428f419989b,Daughter,alternative rock; ambient; indie folk,757560
57cb4257-9855-4a42-b1be-bfba1d9b520d,Andy Williams,jazz; easy listening soundtracks and musicals,756473
86f78011-5087-48d2-8922-c381d2eb0c40,Sick Puppies,rock; alternative rock; australian; post-grunge,756151
b504f625-4ef6-4a5a-81e8-870a61e8dc9c,Ja Rule,hip hop; hip hop rnb and dance hall,755857
6da0515e-a27d-449d-84cc-00713c38a140,Skid Row,heavy metal; hard rock; glam metal; rock and indie,754649
eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac,The Academy Is…,alternative rock; indie rock; power pop; post-punk revival; pop punk,754171
f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"Tyler, the Creator",hip hop; west coast hip hop; hardcore hip hop,754099
127f591a-7e27-4435-92db-0780f219f3a1,The B‐52s,pop; alternative rock; new wave; dance-pop; pop rock; classic pop and rock; united states; b-52 s,753410
72f62a4c-0042-49f6-b4dc-2f5b27dd289f,Plies,hip hop; southern hip hop; gangsta rap; pop rap; soul and reggae; trap rap,752828
88a4cd4e-5dee-4153-8462-0d5e43c75f47,Feeder,rock; british; uk; welsh; classic pop and rock,752824
0ff93a82-dc2f-4a6f-93c3-e260868b6566,Red,christian rock; christian alternative; rock gospel,752632
6d072aa8-c851-49c5-92f9-cbca05f4bed9,Orchestral Manoeuvres in the Dark,electronic; synthpop; pop; british; post-punk; new wave; uk; alternative; dance-pop; alternative dance; english; england; synth pop; classic pop and rock; art pop,751737
16243662-8538-4746-a0fb-0d15b5828b8e,Neon Trees,utah; provo,751007
db3c0a20-bf05-4b30-ac22-f294aea24172,Aimee Mann,rock; classic pop and rock; singer/songwriter; pop/rock,750920
7e5cfc9a-e9e1-46f1-b81a-861b12049488,Tim McGraw,country; adult contemporary; country pop; contemporary country; neo-traditionalist country,750698
0bc858a1-3573-4216-9423-c96dd8c72919,Twista,rap; american; hip hop; hip hop rnb and dance hall,750649
6aa55ee1-4c46-4f7c-9a6d-5051dfe2c06d,Rogue Wave,folk; classic pop and rock,750254
6bc658ea-005f-486b-8f94-33a2e40f7a72,Pat Benatar,rock; pop; new wave; hard rock; pop rock; aor; classic pop and rock,749485
351d8bdf-33a1-45e2-8c04-c85fad20da55,Sarah Vaughan,pop; jazz; american; bebop; vocal jazz; cool jazz; death by lung cancer,746844
a4dd0e77-83b8-4e92-89b7-effb0e47fd8c,LL Cool J,hip hop; pop rap; rock and indie; boom bap; east coast hip hop; hardcore hip hop,746795
56ef1af4-5184-49f8-a972-583f35c2485c,Amerie,soul; pop and chart; clean up,745741
83e59f23-3b0b-4304-834d-5bcafd5df6d2,Scooter,rock; electronic; hardcore; rave; german; european; scooter; hardstyle; jumpstyle,744433
abe2669a-a612-4bf6-9193-bb4f4b8a9088,Ben Folds Five,rock; pop; alternative rock; american; indie rock; indie; indie pop; pop rock; piano rock; rock and indie,744135
56756959-1e78-429c-b897-e1d056cb0225,Tove Lo,pop; electropop; female vocals; indie pop; dance-pop; top 40,743753
234bab50-2f04-4d21-8f91-df93ef554855,Mr. Scruff,british; uk; acid jazz; english; ninja tune; dance and electronica; cup of tea,743091
54f8c12e-571c-4c5a-9f79-5336b39e84b0,The Pretty Reckless,alternative rock; hard rock; female fronted,742244
bcb16f22-b064-4b80-b3a3-c824bccdbab1,The Wanted,synthpop; pop; electropop; dance-pop; boy band,742047
8e8c7417-c905-46b1-b42a-5260b4274ed4,Thelonious Monk,jazz; american; post-bop; hard bop; big band; bebop; cool jazz; jazz and blues; stride,741514
