mbid,artist_mb,tags_mb,listeners_lastfm
e795e03d-b5d5-4a5f-834d-162cfb308a2c,PJ Harvey,rock; electronic; alternative rock; experimental; british; grunge; singer-songwriter; uk; indie rock; folk rock; electronica; alternative; art rock; piano rock; english; england; rock and indie; singer/songwriter; lo-fi indie,1456874
c2d25856-a09a-4d15-b404-77dd19c19e63,R. Kelly,pop; american; hip-hop; hip hop; soul; rnb; pop rap; neo soul; new jack swing; hip hop rnb and dance hall; pop soul; r&b; contemporary r&b,1456472
a505bb48-ad65-4af4-ae47-29149715bff9,Thievery Corporation,trip-hop; electronic; downtempo; reggae; dub; electronica; bossa nova; acid jazz; trip hop; 4ad; chill; dance and electronica,1455814
6a65d878-fcd0-42cf-aff9-ca1d636a8bcc,Foals,post-rock; alternative rock; math rock; uk; indie rock; composer; art rock; lyricist; dance-punk; oxford; parolier; compositeur; rock and indie,1453232
c23b637b-97c6-41eb-8ef6-6c724efc80a8,Zero 7,downtempo; british; uk; electronica; soul; acid jazz; english; dance and electronica,1451387
c3aeb863-7b26-4388-94e8-5a240f2be21b,Tom Waits,rock; jazz; folk; american; blues; experimental; blues rock; americana; experimental rock; classic pop and rock; singer/songwriter,1449054
f3bf61f8-97d4-4e52-a73d-2ddbbe8196c8,DMX,performance name; american; hip-hop; hip hop; horrorcore; hip hop rnb and dance hall; conscious hip hop; east coast hip hop; hardcore hip hop; http://www.allmusic.com/album/flesh-of-my-flesh-blood-of-my-blood-mw0000046117,1448326
f2cb0435-d643-4fab-9587-fdb0279330a7,Razorlight,swedish; british; uk; indie rock; english; rock and indie,1444485
49576e42-fbbd-4d73-968d-93c8dcf7f065,Plain White T’s,alternative rock; american; usa; américain; rock and indie,1442238
2eada8f8-056a-4093-bbc2-004909ce743b,Broken Social Scene,rock; post-rock; experimental; canadian; shoegazing; indie rock; indie; pop montréal; art rock; baroque pop; rock and indie,1441052
d24fb461-dee8-41fc-bb15-2f13bb2644a6,Jessie J,pop; soul; r&b,1438878
88a8d8a9-7c9b-4f7b-8700-7f0f7a503688,James Morrison,rock; pop; soul; adult contemporary; pop rock; blue-eyed soul; pop and chart; pop soul; singer/songwriter,1434050
942a9807-9c1a-4a0e-a285-1fde2c5be9d1,Big Sean,pop rap,1429902
bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,Bee Gees,rock; pop; dance; british; uk; disco; baroque pop; soft rock; psychedelic pop; pop rock; blue-eyed soul; english; classic pop and rock,1424922
592a3b6d-c42b-4567-99c9-ecf63bd66499,Chuck Berry,rock; jazz; american; blues; usa; rock n roll; blues rock; rock and roll; classic pop and rock; novelty; rock & roll; rhythm & blues,1421709
aab5c954-cabe-432e-899e-1c4f99757327,Toto,rock; jazz; american; hard rock; usa; américain; soft rock; pop rock; neo-progressive rock; jazz fusion; aor; classic pop and rock; west coast rock,1420201
e6de1f3b-6484-491c-88dd-6d619f142abc,Hans Zimmer,soundtrack; classical; german; soundtrack composer; game; video game; score; film score; contemporary classical; european; vgm; video game music; film soundtrack; film composer; soundtracks; modern classical; academy award winner; television music,1419727
328d146c-79f1-4eb6-9e40-8ee5710c14e5,Imogen Heap,alternative rock; british; uk; britannique; synth-pop; producer; indie pop; piano pop rock; indietronica; producteur,1419377
a81259a0-a2f5-464b-866e-71220f2739f1,ZZ Top,rock; stoner rock; american; blues; hard rock; blues rock; southern rock; boogie rock; texas; classic pop and rock,1418144
99ea432a-e3d8-42cb-9d5e-db316a6a8458,Nick Drake,folk; british; singer-songwriter; uk; contemporary folk; english; english folk; chamber folk; death by suicide; death by overdose; death by amitriptyline; singer/songwriter,1416873
efc8a006-d0c6-4a9b-8cb1-91ca770fa2b9,Colbie Caillat,pop; folk pop; classic pop and rock; singer/songwriter,1415771
82b1f5fd-cd31-41a9-b5d4-7e33f0eb9751,Otis Redding,rock; american; blues; soul; psychedelic rock; southern soul; deep soul; soul and reggae; death by airplane; death by drowning; rhythm & blues; dock of the bay,1415521
2f569e60-0a1b-4fb9-95a4-3dc1525d1aad,Backstreet Boys,pop; american; electropop; dance-pop; pop rock; boy band; boy group; pop and chart; teen pop; incomplete remix,1413894
a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,Megadeth,80s; heavy metal; thrash metal; metal; american; hard rock; thrash; speed metal; not as good as metallica; american thrash metal; stfu totally better than metallica; rock and indie; classic metal; classic thrash metal; bay area thrash metal; music - rock,1412613
e34e41f2-f480-45d3-8190-a3ce5ab34fab,Wale,hip hop; rnb,1412502
65314b12-0e08-43fa-ba33-baaa7b874c15,Leonard Cohen,rock; pop; folk; blues; canadian; singer-songwriter; canada; blues rock; contemporary folk; film soundtrack; classic pop and rock; singer and songwriter; chamber folk; sophisti-pop; singer/songwriter; art pop,1408723
76c9a186-75bd-436a-85c0-823e3efddb7f,Janis Joplin,rock; folk; american; blues; a cappella; hard rock; soul; psychedelic rock; blues rock; female vocalists; gospel; acid rock; classic pop and rock; acoustic blues; death by heroin; death by overdose; rhythm & blues; 27 club,1408268
8b477559-946e-4ef2-9fe1-446cff8fdd79,Natasha Bedingfield,pop; british; uk; contemporary r b; soul; electropop; progressive trance; english; pop and chart; contemporary r&b,1405651
eb872766-98f6-453d-883f-2ae908a18315,TV on the Radio,indie rock; art rock; 4ad; rock and indie; indie electronic,1404932
ad279295-653f-42e1-9aaa-b731df2e78ba,Owl City,united states; fixme label mess,1404223
ce58d854-7430-4231-aa44-97f0144b3372,Sarah McLachlan,rock; pop; british; canadian; adult contemporary; piano pop; folk pop; easy listening soundtracks and musicals; christmas music; singer/songwriter,1403772
63011a8d-0117-4f7e-9991-1ef1f337ff70,Klaxons,synthpop; neu rave; british; uk; britannique; indie rock; electropop; psychedelic pop; alternative dance; dance-punk; indietronica; new rave; rock and indie,1402306
35723b60-732e-4bd8-957f-320b416e7b7f,Groove Armada,british; uk; english; dance and electronica,1394011
80b3cf5e-18fe-4c59-98c7-e5bb87210710,The Roots,rock; jazz; hip-hop; hip hop; band; soul; live; us; hip hop rnb and dance hall; conscious hip hop; east coast hip hop,1391144
4b1a830b-0a1f-42e5-b8d5-1d6743912e99,Creed,rock; alternative rock; american; hard rock; post-grunge; pop rock,1391079
c3da3346-2643-48a7-93cd-011f6834b3d7,Sean Paul,pop; reggae; electropop; rnb; dance-pop; dancehall; reggaeton; hip hop rnb and dance hall; ragga; r&b; pop reggae; gg,1390177
2c4dae8c-e591-49e0-9c5a-62b310a15788,Duffy,pop; blues; uk; soul; female vocalists; soft rock; 00s; soul and reggae; 10s,1388989
fd429857-5ace-4609-ae54-1502c3bdac11,Billy Talent,rock; alternative rock; punk; punk rock; canadian; pop rock; pop punk; rock and indie; emo-pop,1388643
4d7304f6-7fe3-4959-9d98-01a5af84afe6,Trey Songz,hip hop; electropop; pop rap; hip hop rnb and dance hall; r&b; contemporary r&b,1385307
e54be6b7-5c26-4b47-bb3f-c137429b9b55,Sara Bareilles,pop; soft rock; classic pop and rock,1381284
59a7fbcb-ff74-494d-abd0-9c82359040c9,Grizzly Bear,indie rock; art rock; psychedelic pop; indie folk; neo-psychedelia; psychedelic folk; warp; classic pop and rock,1380716
847e8a0c-cc20-4213-9e16-975515c2a926,Céline Dion,pop; french; canadian; dance-pop; adult contemporary; eurovision; french pop; classic pop and rock; christmas music; eyes on me,1376413
75af9d25-cf32-49c0-9192-60bd8e9784e6,Matchbox Twenty,rock; alternative rock; american; post-grunge; pop rock; rock and indie,1375584
07e748f1-075e-428d-85dc-ce3be434e906,Dave Matthews Band,rock; alternative rock; american; jam band; acoustic rock; pop rock,1373554
23d9d74d-c95e-46a6-be26-a6075c49747a,Faithless,trip-hop; trance; electronic; downtempo; rap; house; techno; progressive house; trip hop; united kingdom; dance and electronica; maxi jazz,1371255
4d7928cd-7ed2-4282-8c29-c0c9f966f1bd,Alice Cooper,rock; heavy metal; metal; american; new wave; hard rock; usa; psychedelic rock; glam rock; pop rock; garage rock; shock rock; classic pop and rock; amos lee; love's a loaded gun,1371134
57e79d57-b795-475e-9fa2-5dd9d5513b8c,P.O.D.,alternative rock; nu metal; new metal; alternative metal; rapcore; christian rock; rap metal; christian metal; rap rock,1368970
bdacc37b-8633-4bf8-9dd5-4662ee651aec,Slayer,80s; heavy metal; 90s; thrash metal; metal; american; speed metal; 80s thrash metal; 00s; rock and indie; classic metal; 10s; classic thrash metal; thrash-metal,1368405
3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5,N*E*R*D,rock; pop; hip-hop; hip hop; band; funk rock; pop rock; pop rap; rap rock; hip hop rnb and dance hall; contemporary r&b,1367656
a9ee533f-8871-4f62-a6bb-91eb264abc90,Fiona Apple,rock; jazz; american; baroque pop; experimental pop; piano pop rock; piano rock; alternative pop; rock and indie; singer/songwriter; art pop,1367536
0af78501-5647-4c18-9a0d-66ac8789e13b,Beirut,synthpop; folk; american; usa; américain; indie pop; indie folk; contemporary folk; chamber pop; 4ad; balkan folk music,1367043
6f6fd596-76e0-4b82-aa37-f558ac2d337b,Gotye,rock; electronic; downtempo; synthpop; pop; indie rock; alternative; indie pop; chamber pop; trip hop; indietronica; art pop,1366823
12d432a3-feb0-49b1-a107-d20751880764,Yann Tiersen,rock; soundtrack; french; france; francophone; français; composer; european; rock and indie; accordéoniste; accordionist,1364967
00a9f935-ba93-4fc8-a33a-993abe9c936b,Nightwish,metal; finnish; gothic metal; power metal; symphonic metal; finland; symphonic power metal; scandinavia; scandinave; scandinavie; scandinavian; finlandais; finlande,1360111
ef6e2e49-aa93-41bd-89b0-8c7d2f260a83,Lostprophets,rock; alternative rock; metal; hard rock; alternative metal; rock and indie,1359096
6b335658-22c8-485d-93de-0bc29a1d0349,Judas Priest,heavy metal; metal; british; hard rock; nwobhm; groove metal; classic pop and rock,1356734
10a9ff92-9637-4498-afea-7044b2ab0dc0,Busta Rhymes,hip hop; hip hop rnb and dance hall,1355960
cf0f4547-ffbd-4011-98ad-0bec9ba022db,Kings of Convenience,norwegian; norway; european; norsk; norvégien; norvège; classic pop and rock,1350951
0741b30d-e15b-4a8c-b2e5-8834a03d6116,Cold War Kids,american; indie rock; indie; alternative; rock and indie,1349181
beff21d3-88c7-4ee0-8b7a-40b6db22c6d7,Pendulum,rock; electronic; drum and bass; australian; australia; pop and chart; dance and electronica,1347530
a35237a0-4f47-40a6-b6f3-1e786db23402,Rod Stewart,rock; pop; british; uk; folk rock; blues rock; soft rock; adult contemporary; pop rock; roots rock; english; easy listening soundtracks and musicals; standards; pop/rock,1338872
87a73cf0-ebdf-483d-8b5a-3db1e5e72122,Drowning Pool,hard rock; nu metal; new metal; post-grunge; alternative metal,1331799
bf710b71-48e5-4e15-9bd6-96debb2e4e98,The Knife,electronic; synthpop; swedish; experimental; electro; electronica; electropop; european; dance and electronica; art pop; industrial techno,1330634
c0a1179b-b14a-4d68-a3c1-1fdab16ed602,Common,hip-hop; hip hop; alternative; conscious; hip hop rnb and dance hall,1330439
82b304c0-7da4-45d3-896a-0767c7ae1141,The Libertines,rock; british; uk; band; indie rock; garage rock revival; post-punk revival; english; rock and indie,1328663
4d8afa16-4018-4ca8-8b5e-ede8f9314562,The Animals,rock; british; uk; rnb; psychedelic rock; blues rock; mod; british blues; english; rock and indie; rhythm & blues; british rhythm & blues,1328203
05517043-ff78-4988-9c22-88c68588ebb9,Paul Simon,rock; pop; folk; american; singer-songwriter; folk rock; world; classic; pop rock; contemporary folk; folk pop; classic pop and rock; various artists; paul-simon; singer/songwriter; pop/rock,1324682
1582a5b8-538e-45e7-9ae4-4099439a0e79,Ben Harper,rock; soul; rock and indie,1322741
d13f0f47-36f9-4661-87fe-2de56f45c649,Tegan and Sara,alternative rock; indie; rock and indie,1318522
69158f97-4c07-4c4e-baf8-4e4ab1ed666e,Boards of Canada,electronic; downtempo; ambient; scottish; british; idm; uk; britannique; electronica; warp; dance and electronica,1317982
9689aa5a-4471-4fb4-9721-07cecda0fa9f,A Tribe Called Quest,american; hip-hop; hip hop; alternative hip-hop; progressive hip-hop; hip hop rnb and dance hall,1317466
9e53f84d-ef44-4c16-9677-5fd4d78cbd7d,Wilco,rock; alternative rock; folk; american; indie rock; folk rock; americana; alt-country; pop rock; alternative country; rock and indie; alternative country rock,1316975
4967c0a1-b9f3-465e-8440-4598fd9fc33c,Enya,pop; instrumental; irish; folk; celtic; new age; dance and electronica; enya; celtic new age,1314635
e2345fdf-2be7-47c5-a6dd-be64353ad134,Cat Stevens,rock; folk; katmandu,1310773
ac7e838c-3d95-47c2-92a9-81767ad7c217,Empire of the Sun,electronic; synthpop; australian; electropop; dance-pop; australia; indietronica; australie; australien,1310646
8e3fcd7d-bda1-4ca0-b987-b8528d2ee74e,Genesis,rock; pop; progressive rock; 70s; 80s; 90s; folk; british; uk; progressive; art rock; classic rock; 2000s; soft rock; pop rock; english; rock opera; symphonic prog; classic pop and rock; progressive pop; pop/rock,1310251
1c3919b2-43ca-4a4a-935d-9d50135ec0ef,AFI,rock; alternative rock; hardcore; punk; american; punk rock; usa; emo; alternative; hardcore punk; rock and indie,1309873
db76c5ca-d555-4f09-b1db-baa1b713d875,Mary J. Blige,hip hop; neo-soul; soul; dance-pop; adult contemporary; new jack swing; hip hop rnb and dance hall; uk bass; r&b; contemporary r&b,1309603
d700b3f5-45af-4d02-95ed-57d301bda93e,Mogwai,rock; post-rock; instrumental; ambient; scottish; british; uk; britannique; instrumental rock; classic pop and rock,1306654
951d2103-9c7d-4849-ae60-88bf6aa4790b,KT Tunstall,scottish; folk; british; uk; pop and chart,1304287
160629ab-ec18-4931-8c95-02cb92d06186,Foreigner,rock; 70s; 80s; hard rock; soft rock; acoustic rock; pop rock; aor; classic pop and rock; male vocalists,1303665
fb7272ba-f130-4f0a-934d-6eeea4c18c9a,Al Green,soul; gospel; southern soul; soul and reggae; contemporary gospel; christmas music; smooth soul; pop-soul; memphis soul,1298715
0c751690-c784-4a4f-b1e4-c1de27d47581,Animal Collective,experimental; indie; psychedelic pop; noise pop; neo-psychedelia; psychedelic folk; rock and indie; freak folk,1297506
42a8f507-8412-4611-854f-926571049fa0,George Harrison,rock; electronic; pop; folk; experimental; british; uk; psychedelic rock; pop rock; english; folk pop; united kingdom; classic pop and rock; my sweet lord; death by lung cancer; singer/songwriter; pop/rock,1294397
efa2c11a-1a35-4b60-bc1b-66d37de88511,DJ Shadow,trip-hop; electronic; american; hip-hop; hip hop; usa; composer; américain; turntablism; compositeur; rock and indie; experimental hip hop; instrumental hip hop,1293042
faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,Demi Lovato,synthpop; pop; electropop; dance-pop; pop rock; teen pop,1290751
172e1f1a-504d-4488-b053-6344ba63e6d0,Nick Cave & The Bad Seeds,rock; alternative rock; seen live; singer-songwriter; post-punk; alternative; art rock; gothic rock; australia; rock and indie; punk blues; singer/songwriter,1289028
c0b2500e-0cef-4130-869d-732b23ed9df5,Tori Amos,rock; electronic; alternative rock; jazz; american; experimental; piano; electronica; baroque pop; piano pop rock; rock and indie; united states,1285209
0d8b0d50-e4cf-4da4-965d-f24c58ec3268,Boston,rock; progressive rock; heavy metal; hard rock; pop rock; arena rock; boston; aor; massachusetts; classic pop and rock; pop/rock,1283948
6be2828f-6c0d-4059-99d4-fa18acf1a296,Janet Jackson,pop; dance; soul; pop and chart; the queen; janet-jackson; janet jackson escapade,1283129
1239d1bc-cc09-43e0-bcd0-374f60346138,Kelis,pop; vocalist; neo-soul; soul; electropop; pop rap; electro house; rock and indie; r&b; contemporary r&b,1279412
067102ea-9519-4622-9077-57ca4164cfbb,Morcheeba,down-tempo; electronic; downtempo; pop; british; hip hop; uk; britannique; electronica; pop rock; trip hop; dance and electronica; pop soul; electonic,1276153
a506f761-2c22-4b2f-8a94-bd748c2c8f75,Neutral Milk Hotel,indie rock; folk rock; lo-fi; indie folk; psychedelic folk; classic pop and rock; singer/songwriter; folk-fuzz; lo-fi indie,1275226
debabff3-2559-46e5-862d-ef2a906d7010,Hall & Oates,pop; new wave; soft rock; pop rock; blue-eyed soul; pop soul; dance rock,1275042
c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,rnb; r&b; pbr&b,1273725
5e6c760b-42e0-4df4-a221-0269355da00a,Dean Martin,pop; american; country pop; big band; vocal jazz; classic pop and rock; standards; traditional pop; christmas music,1271988
ed5d9086-e8cd-473a-b96c-d81ad6c98f0d,LMFAO,electronic; pop; dance; electro; electropop; pop rap; electro house; comedy rap; dupe recordings 2013; awesomename,1271545
36494952-f434-45d8-a958-8b4acdbcf8a8,Gucci Mane,rap; hip hop; rapper; trap,1271505
c995a379-60b9-404b-bd97-a7e2de0751d3,Rob Zombie,rock; industrial metal; metal; rock and indie,1267552
e132d370-2a59-4437-8610-756df28a5a02,OK Go,united states,1264482
be407b02-f3e6-4ed5-9489-f8e5f0ab36dc,The Raconteurs,rock; alternative rock; american; hard rock; indie rock; blues rock; rock and indie,1264417
d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,The Temptations,american; funk; soul; rnb; soul and reggae; pop soul; psychedelic soul; contemporary r&b; rhythm & blues,1257243
67930b3e-e00b-469f-8c74-fd69f20522ec,Sade,downtempo; pop; jazz; british; uk; soul; jazz pop; smooth jazz; english; trip hop; classic pop and rock; female singer; am; smooth soul; sophisti-pop; contemporary r&b,1253774
80ccfede-c258-4575-a7ad-c982e9932e0f,Sheryl Crow,rock; pop; folk; american; country; blues rock; pop rock; classic pop and rock; contemporary country; mezzo-soprano; pop soul; singer/songwriter,1252578
350bce49-c21b-4137-b50a-0766ded07e4d,Taking Back Sunday,rock and indie,1251465
8e494408-8620-4c6a-82c2-c2ca4a1e4f12,Lorde,synthpop; pop; uk garage; indietronica; art pop; alternative r&b,1250635
5a8e07d5-d932-4484-a7f7-e700793a9c94,Robyn,pop; swedish; female; european; pop and chart,1248010
149f91ef-1287-46da-9a8e-87fee02f1471,Pharrell Williams,pop; hip hop; soul; pop rap; pop soul; contemporary r&b,1248003
47c8f88b-987a-4b64-9175-2b1b57809727,Billy Idol,rock; electronic; punk; british; new wave; uk; hard rock; pop rock; alternative dance; english; england; classic pop and rock,1247234
32b90c92-9978-4a07-90eb-caa4b22f4907,Black Rebel Motorcycle Club,rock; alternative rock; american; shoegazing; indie rock; garage rock revival; post-punk revival; garage rock; noise rock; rock and indie,1245106
b15ebd71-a252-417d-9e1c-3e6863da68f8,Faith No More,rock; alternative rock; experimental; crossover; post-punk; usa; funk rock; alternative metal; pop rock; funk metal; rap metal; classic pop and rock,1243564
8262d8e4-9137-4bb3-a787-3caabbbc13e9,The Used,emo; rock and indie; utah; orem,1242321
9e103f85-7af7-41d7-b83b-49ba8f0c5abf,Of Monsters and Men,folk; indie rock; indie,1239043
bb6eaced-69dd-4636-829f-9f987acc4fc3,The Temper Trap,australia,1238782
09ff1fe8-d61c-4b98-bb82-18487c74d7b7,Fryderyk Chopin,classical; french; polish; piano; composer; romantic; european; greatest hits; 17; telerama; polish composer; ashkenazy,1238360
e1564e98-978b-4947-8698-f6fd6f8b0181,Fort Minor,rap; hip-hop; hip hop; side project,1238296
32a83250-7e26-422d-b9ac-f4564343e9ce,Peter Bjorn and John,rock; swedish; indie; rock and indie,1236437
bf0caafc-2b20-4e07-ab85-87e14ff430ce,Spice Girls,pop; british; uk; band; girl group; dance-pop; english; pop and chart; teen pop; contemporary r&b,1235798
9386b36e-87f3-4716-a219-79a07a4e29cc,We Are Scientists,indie rock; rock and indie,1235113
f7eb3be3-1065-4a53-94d4-e2d0c15c0b33,Sean Kingston,pop; rnb; pop and chart,1234702
4236d929-9a81-4c8e-97c3-8d3306780f50,Scissor Sisters,pop; american; usa; glam rock; américain; rock and indie; united states,1234300
75be165a-ad83-4d12-bd28-f589a15c479f,Major Lazer,electronic; downtempo; electro; dub; electropop; pop rap; dancehall; art pop; pop reggae; moombahton; moombahcore; trap,1233780
9311e2bc-bb3f-44cf-90d8-b1fe6912b60b,Brand New,emo,1232478
62162215-b023-4f0e-84bd-1e9412d5b32c,All Time Low,pop punk,1226580
d570bb31-b9ca-45a4-a2d9-11b186d9c159,Wham!,synthpop; pop; british; uk; dance-pop; blue-eyed soul; pop rap; english; classic pop and rock; christmas music,1226369
49018fd2-95ef-4f7e-92bb-813159909314,Kate Nash,pop; uk; singer; pop and chart,1226359
7f3d82ee-3817-4367-9eec-f33a312247a1,MARINA,pop; alternative pop; marina the diamonds,1223283
013fa897-86db-41d3-8e9f-386c8a34f4e6,Morrissey,rock; alternative rock; british; uk; indie rock; indie pop; jangle pop; pop rock; english; chamber pop; england; rock and indie; pop/rock,1222894
b41b38d4-ef3e-4f37-8c75-cfe9af999696,Cage the Elephant,alternative rock; indie rock; psychedelic rock; blues rock; garage rock revival; garage rock; neo-psychedelia; punk blues,1222135
be540c02-7898-4b79-9acc-c8122c7d9e83,Pet Shop Boys,electronic; synthpop; pop; house; british; uk; synth-pop; electropop; disco; dance-pop; english; synth pop; pop and chart,1221619
f4d4b515-0b74-423f-a161-db184330c37c,Gym Class Heroes,hip hop; dance-pop; pop rap; pop and chart,1221125
fd1a2d9d-9bb6-44de-83a3-41560658aba9,Bill Withers,funk; soul; deep soul; classic pop and rock; pop soul; smooth soul; rhythm & blues,1220947
ea321799-9b1d-4e74-a074-a5facf597d82,Fugees,american; hip-hop; hip hop; soul; rnb; alternative hip-hop; hip hop rnb and dance hall; pop soul; boom bap; contemporary r&b; conscious hip hop; east coast hip hop; hardcore hip hop,1220422
788ad31c-bf0c-4a31-83f8-b8b130d79c76,Apocalyptica,instrumental; metal; finnish; seen live; cello; symphonic metal; finland; alternative metal; cello metal; chamber; cover; helsinki; symphonic; cello rock; prog rock; suomi; coverartist,1219619
a0b8cb9e-7532-45fe-a74c-30e7c4009a39,Missy Elliott,hip hop; southern hip hop; pop rap; hip house; hip hop rnb and dance hall; contemporary r&b,1218650
d2ff6b6b-fc30-48dc-8952-06f9d8fc64f8,Supertramp,rock; progressive rock; british; uk; art rock; pop rock; english; classic pop and rock; progressive pop; pop/rock; art pop,1218552
16a43d5e-c52d-4eaa-9c3b-00b2c1d8e816,Skillet,christian rock,1217649
9ab19acf-06d9-4c92-bd5a-8c945488d45b,D12,rap; hip-hop; hip hop; hiphop; us; hip hop rnb and dance hall,1217647
50549203-9602-451c-b49f-ff031ba8635c,Dashboard Confessional,emo; rock and indie,1215151
944e1036-8a03-4611-8aa0-31515a05c848,Smash Mouth,alternative rock; ska punk; power pop; dance-pop; pop rock; surf rock; pop and chart,1214675
93ccd76c-3790-4435-a8bf-02bc26294b93,Bush,rock; alternative rock; british; grunge; uk; post-grunge; english; the sound,1213688
081b133e-ce74-42ba-92c1-c18234acb532,Andrew Bird,indie rock; folk rock; baroque pop; indie folk,1211150
d5cc67b8-1cc4-453b-96e8-44487acdebea,Beach House,indie pop; dream pop; rock and indie,1210107
db008806-16f6-48fc-8521-3d953709689d,A Day to Remember,rock; metalcore; pop punk; post hardcore; rock and indie,1209846
8295ee00-0096-461d-95c7-c2263d2a4c6d,Killswitch Engage,metalcore; american; usa; américain,1209750
e520459c-dff4-491d-a6e4-c97be35e0044,Frank Ocean,rnb; contemporary r&b,1205614
d59c4cda-11d9-48db-8bfe-b557ee602aed,Billie Holiday,jazz; blues; vocalist; swing; vocal jazz; rock and indie; standards; traditional pop; death by cirrhosis; 10 cd; 1933; cotm candidate,1203493
c3c82bdc-d9e7-4836-9746-c24ead47ca19,Mark Ronson,rock; pop; alternative rock; dance; hip-hop; hip hop; funk; soul; electropop; jazz pop; english; united kingdom; pop and chart; pop soul; synth funk,1199475
c80f38a6-9980-485d-997c-5c1a9cbd0d64,Ryan Adams,rock; american; country; alternative country,1194703
4236acde-2ce2-441c-a3d4-38d55f1b5474,Explosions in the Sky,post-rock; instrumental; ambient; american; usa; américain; texas; classic pop and rock,1194443
535afeda-2538-435d-9dd1-5e10be586774,"Earth, Wind & Fire",jazz; american; funk; soul; disco; rnb; hip hop rnb and dance hall; pop soul; smooth soul; september; r&b; contemporary r&b,1193623
b76c616a-ec0d-4f0c-b986-f249c4a04d77,Keri Hilson,pop; electro; electropop; pop rap; r&b; contemporary r&b,1189883
60530915-9371-4b16-bc31-5c4456317ae0,Natalie Imbruglia,downtempo; pop; australian; electropop; pop rock; neighbours; pop and chart,1189874
31745282-b1ea-4d62-939f-226b14d68e7c,In Flames,swedish; gothenburg; melodic death metal; metal; metalcore; death metal; gothenburg metal; rock and indie,1185307
bc85c6f6-6b06-44c1-8754-ef32c1e6b824,Corinne Bailey Rae,soul; hip hop rnb and dance hall,1181139
e105c272-b5d7-4135-82ef-d60bded54345,The Wombats,indie pop; rock and indie,1179755
b5fa29f1-6c22-4321-a488-b5f363b06b06,The Stone Roses,rock; alternative rock; british; uk; madchester; indie rock; jangle pop; neo-psychedelia; alternative dance; english; england; manchester; rock and indie; baggy / madchester,1179145
99075985-0d80-4692-a15e-b16f78831792,Swedish House Mafia,dance; house; electropop; dance-pop; progressive house; electro house; complextro; get dumb,1178750
28cbf94d-0700-4095-a188-37e373b069a7,Basement Jaxx,electronic; 90s; dance; house; british; uk; uk garage; english; 00s; dance and electronica; 10s,1173280
21e3292e-dac8-4609-b57d-402f926aa41f,Daughtry,rock; alternative rock; hard rock; pop and chart,1172901
5f572b31-8fd9-45ae-9beb-358c98d839df,The Dandy Warhols,alternative rock; indie rock; indie pop; pop rock; neo-psychedelia; rock and indie; christmas music,1172561
10000730-525f-4ed5-aaa8-92888f060f5f,Bat for Lashes,british; uk; dream pop; english; pakistani; asian; british asian; indietronica; rock and indie; folktronica; ambient pop; singer/songwriter; art pop,1171849
92a42e82-b36f-4308-82c1-68bad2e03c89,Third Eye Blind,alternative rock; power pop; pop rock; classic pop and rock,1170970
99790314-885a-4975-8614-9c5bc890364d,TLC,pop; crunk; pop rap; new jack swing; hip hop rnb and dance hall; contemporary r&b,1170503
69689acf-d9cd-4d20-a972-47db4ed51b1a,Kansas,rock; progressive rock; hard rock; folk rock; soft rock; kansas; aor; symphonic prog,1167538
7e30debb-3308-49ab-a5ac-6d49319a5705,The Bravery,rock; american; indie rock; indie; alternative,1166768
f93dbc64-6f08-4033-bcc7-8a0bb4689849,Tom Petty and the Heartbreakers,rock; power pop; folk rock; southern rock; pop rock; heartland rock; rock and indie; pop/rock,1164256
e5db18cb-4b1f-496d-a308-548b611090d3,Sex Pistols,rock; punk; punk rock; british; uk; london; britannique; english; england; classic pop and rock,1163710
adc0f033-95c2-4e0b-87bc-c23ed3f26ce6,Shinedown,metal; hard rock; post-grunge; alternative metal; pop rock,1163109
5bdb38bd-5c5b-4d0f-8901-8bbe1d7062d8,White Lies,alternative rock,1162135
081a2d60-9791-4e05-a075-f1890355eeee,DJ Khaled,hip hop; southern hip hop; gangsta rap; pop rap; hip hop rnb and dance hall; contemporary r&b; conscious hip hop; trap rap,1160535
4b585938-f271-45e2-b19a-91c634b5e396,Kate Bush,rock; synthpop; pop; alternative rock; 70s; 80s; 90s; folk; british; singer-songwriter; uk; alternative; producer; female vocalists; art rock; baroque pop; pop rock; english; england; kent; bexleyheath; rock and indie; soulful; progressive pop; wuthering heights; ambient pop; singer/songwriter; art pop,1160104
481bf5f9-2e7c-4c44-b08a-05b32bc7c00d,INXS,rock; pop; alternative rock; australian; new wave; pop rock; australia; classic pop and rock; australie; australien,1158107
caaba574-dfbc-4681-8e56-19b5150897d2,Cut Copy,electropop; rock and indie,1156485
8e66ea2b-b57b-47d9-8df0-df4630aeb8e5,Peter Gabriel,rock; soundtrack; pop; progressive rock; ambient; folk; british; new wave; uk; world; art rock; soft rock; pop rock; english; chamber pop; classic pop and rock; pop/rock; art pop,1155462
8ac9e35c-e92d-4030-99ef-ba4127b1555c,Static-X,industrial metal; metal; american; alternative metal,1152938
